PPID,Culture,Language,function_Dic_mean,pronoun_Dic_mean,ppron_Dic_mean,i_Dic_mean,we_Dic_mean,you_Dic_mean,shehe_Dic_mean,they_Dic_mean,ipron_Dic_mean,article_Dic_mean,prep_Dic_mean,auxverb_Dic_mean,adverb_Dic_mean,conj_Dic_mean,negate_Dic_mean,verb_Dic_mean,adj_Dic_mean,compare_Dic_mean,interrog_Dic_mean,number_Dic_mean,quant_Dic_mean,affect_Dic_mean,posemo_Dic_mean,negemo_Dic_mean,anx_Dic_mean,anger_Dic_mean,sad_Dic_mean,social_Dic_mean,family_Dic_mean,friend_Dic_mean,female_Dic_mean,male_Dic_mean,cogproc_Dic_mean,insight_Dic_mean,cause_Dic_mean,discrep_Dic_mean,tentat_Dic_mean,certain_Dic_mean,differ_Dic_mean,percept_Dic_mean,see_Dic_mean,hear_Dic_mean,feel_Dic_mean,bio_Dic_mean,body_Dic_mean,health_Dic_mean,sexual_Dic_mean,ingest_Dic_mean,drives_Dic_mean,affiliation_Dic_mean,achieve_Dic_mean,power_Dic_mean,reward_Dic_mean,risk_Dic_mean,focuspast_Dic_mean,focuspresent_Dic_mean,focusfuture_Dic_mean,relativ_Dic_mean,motion_Dic_mean,space_Dic_mean,time_Dic_mean,work_Dic_mean,leisure_Dic_mean,home_Dic_mean,money_Dic_mean,relig_Dic_mean,death_Dic_mean,informal_Dic_mean,swear_Dic_mean,netspeak_Dic_mean,assent_Dic_mean,nonflu_Dic_mean,filler_Dic_mean,we.i_mean,we.i_Dic_mean,future.past_mean,future.past_Dic_mean
0D0A582A7F617D17CB956ECF9FD3D004BDC0CD57B47F72F73D75B50A89453B01,1,2,65.64392838,24.53460218,10.76309856,4.148603682,0.857875555,3.719433339,1.431944717,0.597431972,13.77409805,5.007492101,11.27432975,10.52173126,6.741145436,9.207688765,3.451722142,19.3553826,3.917738489,2.080415107,1.586638109,1.287338039,1.872656582,5.392389815,2.705632027,2.592157496,0.041511,0.809554189,0.672903624,13.07770318,0.041412154,0.513994182,0.981972731,0.591100753,15.65763671,3.500624354,2.892311857,2.327523841,2.183957171,1.766171658,4.818325365,3.458882513,0.512731731,1.085622163,1.855373956,0.849597753,0.666542196,0.127438204,0,0.055617353,6.875780276,1.963372214,1.895504757,1.284465471,1.662908704,0.596082642,5.985664819,11.68658517,2.07454668,16.27839469,2.184776865,6.809831473,7.410476437,1.792460974,0.111234705,0.47019146,0.419227086,0,0,3.342247014,0.041511,0,2.731920526,0.260993706,0.263881565,0.21524042,0.21524042,0.389641311,0.389641311
0DC8CC570066D64F02FAA820D3E837894DA9FE441C286B6B3D66BF04B0D88F48,1,2,64.31652004,20.31116185,10.7494676,4.301343284,0.889254778,3.45776387,1.157995812,0.943055038,9.48107425,6.492398922,12.24743197,10.04616,8.822093885,10.29459581,2.165091403,18.12435186,4.949205867,1.931778212,1.473077993,1.108750884,2.443387265,5.048080377,3.45853358,1.560939703,0.240967212,0.261976579,0.304104379,12.7279031,2.532728801,0.177361338,1.217121162,1.768442163,13.89572919,2.102305149,1.801666767,1.346272986,3.794916197,1.403579806,5.285166811,3.706454653,1.855772451,0.957297144,0.895930883,1.795255374,0.549264771,0.866792134,0,0.426178283,6.125830784,2.547889886,1.222973605,1.196029915,1.206110841,0.548565005,4.045707006,13.30890038,1.005714913,12.60016081,1.99422379,5.255057841,5.644117242,2.150581664,1.052153724,0.781546248,0.023589851,0.023589851,0.020366599,4.648184514,0,0.047179702,4.325295903,0.340794141,0.023589851,0.236956433,0.236956433,0.364794274,0.364794274
122D4E034E5A8A656890B9EE6EC66EC29E17270E072355B6A9370553A937EC08,1,2,71.4974739,23.75133472,13.78729161,7.54370064,0.901706928,2.194513781,0.959035653,2.190920721,9.964043115,5.970930254,13.22078264,10.79005038,9.653151901,11.48479302,3.273065998,19.20140601,3.041100187,1.877474767,1.433722894,0.544308644,1.99489572,4.121961129,2.895630112,1.003493704,0.305393395,0.178345593,0.312564534,12.86956771,0.191443803,1.190612032,1.262141896,0.418864958,14.66977343,2.941647841,1.646364479,1.660371041,2.746235963,1.777436161,5.435007685,2.766625519,0.506722399,1.2023967,0.959232553,0.993340228,0.360836013,0.424461985,0,0.174366574,5.761739776,2.726196335,0.526727141,1.787014765,0.855685868,0.231634395,5.492145379,12.03674081,1.76360526,14.78797261,2.362835078,7.345723921,5.285173694,0.506154488,0.542269741,1.095731438,0.582817875,0,0.037373198,2.447716633,0,0.051722354,1.767287763,0.525109133,0.125372292,0.124151436,0.124151436,0.345163065,0.345163065
15E8268EC63E6259823DD8197053C038C2771FB63F33B7904B2F7AE31B6EBB4B,1,2,69.56531828,22.65766742,12.57624008,6.887904203,0.403953602,2.386466918,2.009689493,0.88565771,10.02790507,5.787301387,11.62376358,12.60330716,10.8340425,9.3092685,4.683313364,21.15932622,4.195715845,3.226825334,1.387760043,1.13618744,2.113633316,4.324243246,3.066004703,1.258238543,0.138931769,0.376779353,0.239893324,9.693114687,0.09859145,0.46207378,1.326177082,0.784707214,16.4378503,2.918824497,1.724798224,1.697296795,3.711913112,1.657445601,6.143532474,2.31964466,0.839221855,0.949483986,0.446309119,1.066667254,0.440216542,0.227814121,0.053522275,0.311270725,4.629545086,1.293880157,1.254837581,0.86376742,1.024004665,0.387661547,5.268638409,14.39864819,1.84939952,15.03967209,2.197692026,5.897899994,7.737652312,1.642620787,0.634626959,0.725068899,0,0,0,2.985578267,0,0.138931769,2.206440547,0.383768172,0.205706343,0.069204365,0.069204365,0.380036585,0.380036585
1939C0F59993B820C65B0D6F906AEB18D41426076C38337ADF69C2075F7A2D95,1,2,68.66913161,22.89340665,12.01902495,6.855184342,0.70077068,1.815691229,2.400172994,0.249802577,10.87178833,4.86953016,10.52516685,11.31649884,11.59080933,12.76619926,2.269168373,19.27115768,3.524485186,2.062519508,1.405086847,0.663876439,1.629871022,6.081251199,4.020574095,2.019620204,0.84109676,0.340226801,0.334263711,8.895048579,0.435177364,0.348444889,1.983434882,0.709374231,15.82856324,3.548112489,2.072905768,1.697038448,4.292541073,1.361710348,4.859669927,3.130072312,1.046011777,0.613426696,1.452465496,0.73125946,0.380934922,0.244260489,0,0.08016811,5.30583659,1.804214526,0.889663326,1.18311249,1.380776152,0.438946824,6.535238322,11.74422702,2.439980187,12.70148163,1.573258005,4.930715188,6.59538237,1.306353622,0.354819931,0.4172329,0.101407979,0,0,6.644637081,0,0,5.075807596,1.586785135,0.106767006,0.110274015,0.110274015,0.686714689,0.686714689
1AB9C8F2C85B96DA9AE07E33334A56E16A57F7E23F77B7E95F7C71180B846FCE,1,2,69.78587887,23.84776477,12.86516655,4.091331971,0.671149211,3.091765326,4.574380089,0.431369556,10.85100086,5.495918996,11.74783409,9.789083771,10.75248231,11.63738578,2.013784451,18.39223289,2.971480064,2.243085596,1.601060983,1.088518152,2.406385978,4.149759064,2.014207074,2.094180511,0.237863993,0.737539529,0.340624305,15.20364403,0.727278672,0.464873683,4.485577965,0.899245902,16.82853928,2.868680727,1.855669974,2.134398045,3.945613172,1.490705896,6.466268872,2.52506082,0.348734488,0.978734646,1.050198706,0.851123093,0.196290298,0.302051513,0.01799856,0.350203392,5.366062323,1.909802899,0.961839045,1.217586877,1.016912542,0.695656319,4.986717765,12.26083663,1.472957335,13.57111213,1.650472263,6.037033973,5.989681591,0.955473959,0.276017494,0.81070417,0.420521683,0,0,3.57162773,0,0.085482653,3.041908877,0.356406234,0.033692722,0.190782654,0.190782654,0.316318584,0.316318584
1D840868F91C014E4B3A8674C0F74067D43705C1AAC57C804CE20A9ABF00DD25,1,2,65.68312336,20.43959155,9.031055999,4.341939899,1.116808217,2.807348606,0.023316062,0.741598533,11.36188231,8.217613221,11.99899932,11.38350892,7.4611948,9.147257951,2.549279294,20.88766632,3.627744818,2.26692246,2.001021211,1.168571541,3.21132495,5.100330316,3.338373614,1.644774947,0.343473801,0.572408179,0.093327154,10.5058263,0.233061393,0.345617986,0.070011092,0.06529029,17.1275923,4.289502848,2.459704808,1.818394663,3.206165792,2.354728463,5.06362366,3.480696187,0.398438903,1.107629935,1.883047441,0.677514034,0.275733986,0.154055188,0,0.24772486,7.318671851,2.525810186,1.510012709,1.152033985,1.791744913,0.705373071,5.147594512,13.97480586,2.12382581,14.25175006,2.377415765,5.907943745,6.521966026,2.646658186,0.617928291,0.11198532,0.070359633,0.09383424,0.018595261,3.530427098,0,0.060538037,2.643956287,0.82980784,0.041942776,0.32805588,0.32805588,0.551792517,0.551792517
1E7AF18271EBA310B5F2DEEA783EC39C392249B709C0B5BEA444F576A03A6943,1,2,69.62306474,22.72431874,11.55932706,6.731376588,1.585082358,0.984597524,1.337228611,0.915810144,11.16496827,5.784543604,12.89263291,11.39245545,9.839048381,10.79321768,3.001908882,20.19893563,4.050236444,2.401419356,1.652316564,1.119464971,2.221292034,4.042391935,2.652483049,1.387258896,0.398680427,0.213863054,0.331057427,9.919603957,0.26937791,0.149800191,0.957356415,0.582495142,16.99427391,3.48855557,2.259427565,1.926849449,3.231762251,1.949435548,5.955495916,2.353474753,0.283470295,1.358161789,0.693247869,0.411538975,0.091454875,0.27768427,0,0.04239983,6.942526774,2.572362275,1.187373121,2.095258336,0.893819197,0.637688139,5.706123664,13.66540031,1.98889433,14.09043214,1.737190603,5.761699498,7.007593473,3.209765494,0.324262485,0.818873749,0.298120651,0,0.010599958,2.203831043,0,0.120292547,1.598574887,0.552614128,0.049782043,0.398735755,0.398735755,0.594375132,0.594375132
23FCB8C3A4ECCC206E9A60A25014C03A5A82D4832A858344A323CC42759F4C02,1,2,66.12662283,23.67862864,13.40658834,6.852739962,0.193323673,2.385662352,2.425361315,1.549443823,10.23856214,3.569277829,8.768308741,11.92708105,9.879983593,10.42889818,6.889218652,22.25267538,4.056437688,2.116434516,1.260331722,0.681003207,2.753386379,6.219795367,4.138487763,2.048111171,0.815755937,0.471578898,0.200820408,11.72758553,0.106577345,0.370220381,2.077791396,0.866227156,18.66729214,4.009941405,1.423902642,1.675110013,3.60237796,2.444920671,7.786713487,3.089048706,0.368224362,1.990414368,0.636527529,0.380558644,0.038394594,0,0,0.34216405,4.973107987,0.7787736,1.069539373,1.249242638,1.397178009,0.671370977,7.129497229,13.66620436,1.711869637,12.22968758,2.253302231,4.549901282,5.423880675,1.280134266,0.357883406,0.5386903,0.343210466,0,0,6.917433246,0,0.200820408,4.842633564,1.858541807,0.18751686,0.034928663,0.034928663,0.241358132,0.241358132
276EA2F60D02A83CCD3B56F8D545926D29B9408B9A5D50DF03A290CF77A262F7,1,2,70.43896333,26.26094594,14.81363516,8.445248967,0.607135454,3.625468709,1.213447699,0.917132509,11.42652215,4.689994943,10.12707528,12.18711016,10.66419636,11.65222495,3.205240746,20.66126846,3.300933203,1.869060054,1.74815429,1.352847098,2.125003826,5.335674363,3.785190176,1.518885282,0.149621522,0.175705283,0.355562434,11.34523627,0.933989882,0.147030877,1.72818225,0.251688149,15.00169281,3.594569862,1.866683531,1.437002399,3.701892846,1.280329686,5.209787904,2.715440204,0.409901395,1.215910395,0.997146225,0.964567788,0.346991487,0.356460552,0,0.229516845,5.296294435,1.606522297,0.712821997,1.900502363,0.84275233,0.519838913,2.641447322,17.08879453,1.692902524,11.52404519,1.854577868,4.507451773,5.275770924,1.21812939,0.357144433,0.613000627,0.181351732,0.238771787,0.031598905,3.694547867,0,0.093433438,2.965143486,0.681189492,0,0.080487671,0.080487671,0.666176979,0.666176979
2873C7D4825630FEFF1D4AAB4C8AE4F466678EBAE493AA148C18CF6A706418D5,1,2,69.20150153,25.98278238,14.15205132,7.099989509,0.880706901,3.352099058,2.124133064,0.697695072,11.75605911,5.029218722,11.78958158,13.40214412,9.807054289,9.659487476,3.017555202,21.55726853,4.155570564,2.623720492,1.770989096,0.914019009,2.469573983,4.712112632,3.623551901,1.057625453,0.11328538,0.056590184,0.180059677,13.16570906,1.055330257,0.504646984,0.944302865,2.170812611,15.71447667,3.524459332,1.717142625,1.477433915,4.579516214,1.565562561,5.182504327,2.589773119,0.200766314,1.0450609,1.284684264,0.622933324,0.120961406,0.308945824,0,0.187881532,6.563623535,2.345389515,1.339414174,0.999282772,1.411230147,0.810814856,2.854277617,18.52132542,2.155040173,13.60386261,2.247344598,4.912390051,6.848370637,1.308799969,0.713087099,0.476165145,0.827406299,0.056590184,0.221216175,2.975829018,0,0.321748871,2.056893011,0.730990281,0.169939758,0.132418066,0.132418066,1.133466959,1.133466959
2C01320BE0545CA401DE18B210282D189BEE0CA356C31DF5EEAC5160E878FE30,1,2,69.78154819,24.8291853,15.12955051,9.517591875,0.892228009,1.839297152,2.331907482,0.543297153,9.702227614,3.949331142,8.961128476,12.90533962,11.74812684,13.15081949,2.603089533,22.05254847,3.915677919,2.928208386,1.871407831,0.95977877,2.105602737,6.095605769,3.721379367,2.307239374,0.527192056,0.67971677,0.51298828,11.92457356,0.655404781,0.261014499,1.494868971,1.4964763,17.49660812,3.830542332,2.687160826,2.078263887,3.877277471,1.706741505,5.526207103,3.459930773,0.347781399,1.878167493,1.233914536,0.547574662,0.150798207,0.314133397,0,0.044147358,4.707403362,1.615260986,0.923869448,0.971503176,1.068340327,0.436046572,8.166503988,11.97876442,2.256679199,10.52704997,1.448491181,3.55393044,5.62820798,1.173784853,0.06482476,0.176316152,0.025695228,0,0.012881286,5.756330868,0,0.075906686,3.907484409,1.716178156,0.036000256,0.102486065,0.102486065,0.276067819,0.276067819
2C2051869BE8881286A1B5B084BD4AD5132FB11EAED630629572D021A1E15E7A,1,2,67.78829493,23.6312975,12.30689232,8.262001544,0.339280738,2.375534585,1.036707157,0.29849515,11.20588757,7.116326509,10.49967408,11.19580823,8.299075939,11.08219615,2.648163286,19.72918935,4.181073259,2.578439686,1.570787733,0.840978494,2.162186267,6.314693396,4.069398095,2.250439907,0.136208452,0.894229418,0.475142295,8.568864288,0.161546121,0.466915641,0,1.198253278,12.69103595,2.483224206,1.803014876,1.416726799,2.516399483,1.274930521,4.311864664,2.907311258,0.244321174,1.910641576,0.752348509,0.596129979,0.239617859,0.194923939,0,0.161588181,5.559188749,1.160904565,1.383944603,1.31631981,2.022301661,0.647275473,8.194757997,10.73442143,2.089536424,14.60137878,2.064507922,4.976778093,7.816767009,2.015430566,1.345837428,0.308482633,0.041038268,0,0,5.503103306,0.079777938,0.041038268,4.533013392,0.846500825,0.054173976,0.042061289,0.042061289,0.266960161,0.266960161
2C4F244962A9079DC73E967F3A273DC7DC71F3B619C71E8D6D71CAAFAEAFE2FF,1,2,66.5588775,21.19441753,9.533863936,3.882609369,1.572162913,1.921777877,1.370757923,0.789176673,11.6605536,7.86033868,11.78859197,10.98302388,8.687165296,8.765980129,2.70100406,19.72900859,4.776334761,2.512326994,1.550879645,1.222089001,2.000264519,5.783086864,4.362333708,1.384718544,0.356618583,0.214891839,0.188966883,11.17222605,0.132593442,0.255762632,0.119874076,1.597291133,13.85222997,2.079144227,1.333490318,1.604093284,3.518563832,2.453414185,4.563312767,3.040553792,0.344112423,1.51939709,1.069352232,0.729287236,0.423425062,0.161419438,0,0.139183669,7.447122193,2.85074679,1.590894424,1.687069975,1.370757923,0.514540157,5.892141369,12.68595503,1.305463473,15.68912303,2.265955938,6.714616824,6.94820297,2.264712968,1.146281385,0.420108489,0.324276592,0.057651992,0,4.067545276,0,0.408958624,3.0262592,0.391370967,0.09986835,0.455465215,0.455465215,0.226899888,0.226899888
